name,name_lower,genre,actor,director,country,year,link
Так себе каникулы,так себе каникулы,['комедия'],"['джон траволта', 'робин уильямс', 'келли престон', 'коннер рэйберн', 'сет грин']",['уолт беккер'],['сша'],2009,https://www.imdb.com/title/tt0976238/
The Old Bookkeeper,the old bookkeeper,['драматический фильм'],"['в. кристи миллер', 'эдвин аугуст', 'бланш свит']",['дэвид уорк гриффит'],['сша'],1912,https://www.imdb.com/title/tt0002401/
Время,время,"['триллер', 'ужасы']","['гаэль гарсия берналь', 'руфус сьюэлл', 'элиза сканлен', 'томасин маккензи']",['м. найт шьямалан'],['сша'],2021,https://www.imdb.com/title/tt10954652/
Верная подруга,верная подруга,['драма'],"['бетт дэвис', 'мириам хопкинс', 'гиг янг', 'джон лодер']",['винсент шерман'],['сша'],1943,https://www.imdb.com/title/tt0036230/
Окраина,окраина,"['драма', 'притча']","['юрий дубровин', 'николай олялин', 'алексей ванин']",['пётр луцик'],['россия'],1998,https://www.imdb.com/title/tt0165901/
Оклахома!,оклахома!,['мюзикл'],"['гордон макрей', 'ширли джонс', 'род стайгер', 'шарлотт гринвуд', 'глория грэм']",['фред циннеман'],['сша'],1955,https://www.imdb.com/title/tt0048445/
"Оклахома, как она есть","оклахома, как она есть","['комедия', 'драма']","['джордж скотт', 'фэй данауэй']",['стэнли крамер'],['сша'],1973,https://www.imdb.com/title/tt0070472/
Единственный,единственный,"['драма', 'боевик', 'триллер']","['махеш бабу', 'бхумика чавла', 'пракаш радж']",['гунашекхар'],['индия'],2003,https://www.imdb.com/title/tt0366840/
Масло и вода,масло и вода,['драматический фильм'],"['бланш свит', 'генри б. уолтхолл', 'лайонел бэрримор']",['дэвид уорк гриффит'],['сша'],1913,https://www.imdb.com/title/tt0003226/
Пожар на Биби-Эйбате,пожар на биби-эйбате,['документальный фильм'],[],['александр мишон'],['российская империя'],1898,https://www.imdb.com/title/tt1440131/
Пожар в Балахане,пожар в балахане,['документальный фильм'],[],['александр мишон'],['российская империя'],1898,https://www.imdb.com/title/tt1440125/
Трансильванцы на Диком Западе,трансильванцы на диком западе,"['вестерн', 'комедия']",[],['дан пица'],['румыния'],1981,https://www.imdb.com/title/tt0136478/
"О, что за ночь","о, что за ночь",['мелодрама'],"['кори хэйм', 'женевьев бюжо', 'робби колтрейн']",['эрик тилл'],"['канада', 'сша']",1992,https://www.imdb.com/title/tt0105048/
"Ах, мужчины! Ах, женщины!","ах, мужчины! ах, женщины!",['комедия'],"['джинджер роджерс', 'дэн дэйли']",['наннэлли джонсон'],['сша'],1957,https://www.imdb.com/title/tt0050795/
Карамазовы,карамазовы,['драма'],"['иван троян', 'давид новотны', 'мартин мышичка']",[' петр зеленка'],"['чехия', 'польша']",2008,https://www.imdb.com/title/tt1080716/
Каран и Арджун,каран и арджун,['боевик'],"['шахрух хан', 'салман хан', 'каджол', 'амриш пури', 'мамта кулкарни']",['ракеш рошан'],['индия'],1995,https://www.imdb.com/title/tt0113526/
Карамай,карамай,['документальный фильм'],['—'],['сюй синь'],['китай'],2010,https://www.imdb.com/title/tt1720130/
Трус,трус,['драма'],"['соумитра чаттерджи', 'мадхаби мукхерджи', 'харадхан баннерджи']",['сатьяджит рай'],['индия'],1965,https://www.imdb.com/title/tt0059348/
Праздника не будет,праздника не будет,"['комедия', 'драма']","['макс маццотта', 'моника беллуччи']",['марко ризи'],['италия'],1998,https://www.imdb.com/title/tt0140653/
Капо,капо,['драма'],"['сьюзан страсберг', 'лоран терзиефф', 'эммануэль рива']",['джилло понтекорво'],"['италия', 'франция', 'югославия']",1959,https://www.imdb.com/title/tt0052961/
Хаос,хаос,"['драма', 'комедия']","['маргарита лосано', 'клаудио бигальи', 'омеро антонутти', 'франко франчи']",['братья тавиани'],"['италия', 'франция']",1984,https://www.imdb.com/title/tt0087537/
Тайны Канзас-Сити,тайны канзас-сити,"['фильм нуар', 'триллер']","['джон пейн', 'колин грэй']",['фил карлсон'],['сша'],1952,https://www.imdb.com/title/tt0044789/
